ReportId,SectionId,SectionName,WorkspaceId
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","c4c52a94-a13d-494a-a25c-117ad48082b6","Closed Case and chat volume","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","0ff8ef56-9fc7-4a6f-a765-3f5c8d1a9676","Usage Funnel View","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","1daf1533-cdca-416b-b803-ee4a37be9e27","ICM Analysis","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"6aff705c-420b-4be3-8e55-2563580348c6","0f8e182f-11d8-43c8-8833-bd2e04411150","Content Dashboard","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"937251d4-b5ac-4a5c-943a-5fb1b17eb35d","7fc250fe-46d0-4d30-a4a0-005c26568577","Account Recovery","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","adf34f49-f97d-475c-88be-5ded158f339f","Initial Response(IR)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"811e4052-52ba-4030-9b44-4ad4fd1a9a16","cb2cc838-285c-41bc-be68-2a9d159b712a","Thumbs up/down Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"72785364-953b-4955-859d-78d58cfc48c9","78d03ccc-3b7b-4e7f-9a4a-75bf5f44f9d4","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"72785364-953b-4955-859d-78d58cfc48c9","fef91263-4dfd-4299-9a86-9363b2b1218b","Page 6","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"95395726-c1ef-47e4-b7a1-101fd6b04354","c0a338a0-bb48-4dbc-91b6-144810c93346","Views","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"6ab2576c-07ca-40a1-9ce8-4ad55a2f0e68","232285e5-798d-41c1-8617-296d369299bb","AI vs Human Agents","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c4757435-a914-4a65-af1a-a175bcaafe8a","df62c3e6-9175-4602-b3e0-6332d9ed0bec","Conversation Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","e08adbfd-00e9-4f6d-bf2e-4aae9b3ad43e","Tooltip 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","e2f51d04-14cf-486e-bcc3-09c7910ad2c8","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","6b1d5d2f-a3ee-4c44-ab15-30bf5c5507cf","tooltip 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","deaa9842-beb8-485d-819f-28391c26844a","Tooltip 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a1a490a8-3c7f-403e-ac2c-2c1192a9d6e0","87a45a02-3784-4fb4-bea8-2392f28a89b3","Case Details","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"42807bba-2117-4c91-903f-0931c9b87aff","2d50230f-2e17-4c0c-af41-6c185441d932","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3acc2784-5fe6-4eb1-940f-7977c8482295","83ff2832-1947-4ec8-a1e5-a720ffd63774","ToolTip","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"1c56e11c-3466-4772-85a2-6eb88b67ef03","f6b68462-dfa4-4901-9f10-d57d41f27526","ToolTip","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c4757435-a914-4a65-af1a-a175bcaafe8a","9908c191-761b-436a-beea-4dfe74c062e7","Conversation Flow","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","454597a0-f5f0-4138-8bd7-8367667e4766","tooltip 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","f3b22f33-9ec1-4dde-9656-1c2d3d21b72e","Plugin Usage Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","f5b49012-1b06-4c36-a6c9-c0d45f3d70a4","Customer Pain Time (CPT)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f6d1e505-ec9f-407a-b2c5-694e347212b6","412fe769-f362-4aec-9b72-5ec46184bcd9","Usage Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a87e57c7-4d50-403a-84a5-94ebe0b91a98","40af7e46-dbc9-4af0-85f9-b1ffd0ece7fb","Verbatim Theme Insights","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a87e57c7-4d50-403a-84a5-94ebe0b91a98","2c3ce95b-b961-4df3-b737-1c719349b77d","Feedback Actionable","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"3012317e-28e3-47f6-8f18-b62156a689a6","633538b6-bc77-45b1-b607-30911fba3d9c","Prompt Theme Insights","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","40e1c170-3272-4f1c-9613-8d2f42057aa7","User Funnel View","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c24c6f74-11ad-4f2a-b6ab-ca5a63ad27a9","f293b6a6-9d09-49d9-98ce-399fcb4c6e2a","DTP","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","5b68c596-5cf1-49d5-9b30-435db7f876db","Initial Response(IR)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","5ae8b595-6e9a-4bcc-a45b-c8e5152028f7","Days To Solution(DTS)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"7a4f1aa8-f757-4a0e-8eab-774b043a6bfe","b86dd1db-22b2-4302-8028-4688a70765a5","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","639154c6-3bb2-4073-a76e-4833300aa5ac","Thumbs up/down Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","a942b0c0-0224-4182-b188-7462cb21b05c","Productivity Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a882e820-db14-4af6-8d3f-ebdf891dbf15","b1089053-02e5-4054-903f-ec834c8dd1d0","Page 2","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"811e4052-52ba-4030-9b44-4ad4fd1a9a16","980adcbe-563f-4013-9589-5995857975e9","Productivity Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","7207704f-5036-47f9-b223-73130ce6cad3","Days To Close(DTC)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e8028d04-fa5b-462a-a09f-3031743bd290","778debb7-8875-4798-ae53-caee09be77d5","Page 4","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","5afba2eb-9513-4a5c-b66f-980a7acad3e4","Retention Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"6ab2576c-07ca-40a1-9ce8-4ad55a2f0e68","b6bcf0af-b399-4701-9b68-94aa9350e6ac","KPI Definition","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"420eaab0-b010-41ae-8a54-9627cf69589d","c5e9f92d-00f1-4f5f-ad71-9e8c3b8f4b06","ToolTip1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"bda22592-3cbd-4a38-a8d6-71693e78c67f","474a0642-8ef9-4681-bd1c-e13a369e5190","Knowledge harvesting","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ee6b697e-08ef-4069-82f1-83d34100356b","ab2076aa-f9fa-4be9-91cc-522a08596572","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","e4d48814-267c-4752-80c9-06744e4d537c","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ee6b697e-08ef-4069-82f1-83d34100356b","e211e9d3-6db3-41b1-a18e-add8d23389bf","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"ea861f5c-d3c7-472a-9f97-d165f8ce3a7a","c9b7af28-d785-4608-a2b5-e7b9ddf84ed6","Validation","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"d15c99aa-374c-45e0-a871-57117b579b02","49eb4439-e452-472f-b327-716afc37a2c4","Knowledge Agent","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"50e807b4-cf2e-411a-ad08-72ac39ee9592","30255a71-c464-4732-b5eb-0ec0d45f7837","Knowledge Agent","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"c4757435-a914-4a65-af1a-a175bcaafe8a","d625843b-b532-4046-9347-060f8d1c4242","Shadow Evals","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","9e77c536-82ef-4c6c-a039-879e4c42ad70","CopilotFeedback","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","9fefab22-a52c-42be-af80-484a2ca43580","Average Handle Time (AHT)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"6d549ec4-a493-4e08-b91d-7b8ae089cc8c","46fca079-3ab5-4ef3-ad74-da1f8c41c7ee","Thumbs Up/Down Metric","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"a53af7fa-1f35-45ad-aa96-0dab3fb166d7","c75a6e8f-450a-45c9-bff7-df69f5a7e60b","Usage Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f8f9f871-a3d8-4967-a7c5-ad8d0fbf6260","41f8c4cc-46a9-4135-a0f6-b4782d702042","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"2d12187b-f426-4d2b-93bd-623c4123e7ed","6b969785-b883-4178-9f2f-160e89191604","KPI ScoreCard1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"47b84f17-cf9e-4c47-9034-47e13e8f34c8","8e8e4403-362b-454e-acbd-5ebe833a6f14","AI vs Human Agents","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"e3925099-65f3-4972-844a-819ed070701c","8fad6043-5afc-4e51-8299-a5186f6d5949","Thumbs up/down Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"15eeb56e-9b1f-4b2e-bbbe-ab9cd19ffa5a","33bc0c0a-7d84-4a39-9fb6-161d12c30016","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"15eeb56e-9b1f-4b2e-bbbe-ab9cd19ffa5a","a8a32e0b-b58d-44b0-b7b7-2b3e87c11aa5","ToolTip","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","426b0c5c-444a-49da-9e5e-bb88131b00ad","Productivity Metrics","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","d0ee25be-8612-4b96-89b7-1015cffbcc13","Customer Pain Time(CPT)","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"15eeb56e-9b1f-4b2e-bbbe-ab9cd19ffa5a","70f9c676-d57c-4709-b693-c1862b3c8b83","User List Detail","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
"f54dac9b-8ef5-465d-95e7-fce20bb78bf4","29dd31a3-d99a-4300-9168-45c63733c9f1","Page 1","7e0b9c30-bcdd-4d21-9b8c-3aa92f9712de"
